generic_name,brand_names,active_ingredients,nafdac_approved,nafdac_registration_number,nafdac_schedule,requires_special_prescription,us_dea_schedule,uk_controlled_drug_class,who_essential_medicine,refrigeration_required,black_box_warning,requires_physician_only,prescribing_level,is_controlled,therapeutic_class,pharmacological_class,mechanism_of_action,requires_monitoring,requires_pregnancy_test,requires_baseline_tests,monitoring_type,typical_treatment_duration_days,long_term_therapy,abuse_potential,teratogenic,pregnancy_category,requires_contraception,major_contraindications,major_interactions,black_box_warning_text,common_side_effects,serious_adverse_effects,cost_considerations,alternative_medications,search_keywords
Irbesartan/Hydrochlorothiazide,"Avalide,CoAprovel","Irbesartan 150mg + HCTZ 12.5mg",true,A4-9450,unscheduled,,not_scheduled,not_controlled,false,false,false,false,2,false,Cardiovascular,Combination,ARB + thiazide diuretic,true,false,true,BP renal function electrolytes,ongoing,true,none,yes,D,false,"Hypersensitivity,Anuria,Pregnancy,Concurrent aliskiren in diabetes","Potassium supplements,NSAIDs,Lithium",,Dizziness|Fatigue,Hypotension|Hyperkalemia|Renal impairment|Fetal toxicity,Moderate cost,Separate agents,irbesartan hydrochlorothiazide avalide combination arb thiazide
Amlodipine/Atorvastatin,"Caduet","Amlodipine 5mg + Atorvastatin 10mg",true,A4-9451,unscheduled,,not_scheduled,not_controlled,false,false,false,false,2,false,Cardiovascular,Combination,Calcium channel blocker + statin,true,false,true,BP lipids LFTs CK,ongoing,true,none,no,X,false,"Hypersensitivity,Active liver disease,Pregnancy,Breastfeeding","CYP3A4 inhibitors,Fibrates,Cyclosporine",,Peripheral edema|Myalgia|Headache,Rhabdomyolysis|Hepatotoxicity|Myopathy,High cost,Separate agents,amlodipine atorvastatin caduet combination calcium blocker statin
Perindopril/Indapamide,"Coversyl Plus,Preterax","Perindopril 4mg + Indapamide 1.25mg",true,A4-9452,unscheduled,,not_scheduled,not_controlled,false,false,false,false,2,false,Cardiovascular,Combination,ACE inhibitor + thiazide-like diuretic,true,false,true,BP renal function electrolytes,ongoing,true,none,yes,D,false,"Hypersensitivity,History of angioedema,Anuria,Severe renal/hepatic impairment,Pregnancy","Potassium supplements,NSAIDs,Lithium,Allopurinol",,Cough|Dizziness|Hypokalemia,Angioedema|Hypotension|Hyperkalemia|Renal impairment|Fetal toxicity,Moderate cost,Separate agents,perindopril indapamide coversyl combination ace inhibitor thiazide
Ramipril/Hydrochlorothiazide,"Tritace Plus","Ramipril 5mg + HCTZ 25mg",true,A4-9453,unscheduled,,not_scheduled,not_controlled,false,false,false,false,2,false,Cardiovascular,Combination,ACE inhibitor + thiazide diuretic,true,false,true,BP renal function electrolytes,ongoing,true,none,yes,D,false,"Hypersensitivity,History of angioedema,Pregnancy,Concurrent aliskiren in diabetes","Potassium supplements,NSAIDs,Lithium",,Cough|Dizziness|Fatigue,Angioedema|Hypotension|Hyperkalemia|Renal impairment|Fetal toxicity,Moderate cost,Separate agents,ramipril hydrochlorothiazide tritace combination ace inhibitor thiazide
Lisinopril/Hydrochlorothiazide,"Zestoretic,Prinzide","Lisinopril 10mg + HCTZ 12.5mg",true,A4-9454,unscheduled,,not_scheduled,not_controlled,false,false,false,false,2,false,Cardiovascular,Combination,ACE inhibitor + thiazide diuretic,true,false,true,BP renal function electrolytes,ongoing,true,none,yes,D,false,"Hypersensitivity,History of angioedema,Anuria,Pregnancy","Potassium supplements,NSAIDs,Lithium,Allopurinol",,Cough|Dizziness|Headache,Angioedema|Hypotension|Hyperkalemia|Renal impairment|Fetal toxicity,Low cost,Separate agents,lisinopril hydrochlorothiazide zestoretic combination ace inhibitor thiazide
Enalapril/Hydrochlorothiazide,"Vaseretic","Enalapril 10mg + HCTZ 25mg",true,A4-9455,unscheduled,,not_scheduled,not_controlled,false,false,false,false,2,false,Cardiovascular,Combination,ACE inhibitor + thiazide diuretic,true,false,true,BP renal function electrolytes,ongoing,true,none,yes,D,false,"Hypersensitivity,History of angioedema,Anuria,Pregnancy","Potassium supplements,NSAIDs,Lithium",,Cough|Dizziness|Fatigue,Angioedema|Hypotension|Hyperkalemia|Renal impairment|Fetal toxicity,Low cost,Separate agents,enalapril hydrochlorothiazide vaseretic combination ace inhibitor thiazide
Bisoprolol/Hydrochlorothiazide,"Ziac,Lodoz","Bisoprolol 5mg + HCTZ 6.25mg",true,A4-9456,unscheduled,,not_scheduled,not_controlled,false,false,false,false,2,false,Cardiovascular,Combination,Beta-blocker + thiazide diuretic,true,false,true,BP heart rate electrolytes,ongoing,true,none,no,C,false,"Severe bradycardia,Heart block,Cardiogenic shock,Decompensated heart failure,Asthma,Anuria","Calcium channel blockers,Digoxin,Antiarrhythmics,NSAIDs",,Fatigue|Dizziness|Bradycardia|Hypokalemia,Severe bradycardia|Heart block|Bronchospasm|Heart failure exacerbation,Low cost,Separate agents,bisoprolol hydrochlorothiazide ziac combination beta-blocker thiazide
Atenolol/Chlorthalidone,"Tenoretic","Atenolol 50mg + Chlorthalidone 25mg",true,A4-9457,unscheduled,,not_scheduled,not_controlled,false,false,false,false,2,false,Cardiovascular,Combination,Beta-blocker + thiazide diuretic,true,false,true,BP heart rate electrolytes,ongoing,true,none,no,D,false,"Severe bradycardia,Heart block,Cardiogenic shock,Uncontrolled heart failure,Asthma,Anuria","Calcium channel blockers,Digoxin,NSAIDs,Insulin",,Fatigue|Dizziness|Bradycardia|Hypokalemia,Severe bradycardia|Heart block|Bronchospasm|Heart failure exacerbation,Low cost,Separate agents,atenolol chlorthalidone tenoretic combination beta-blocker thiazide
Metoprolol/Hydrochlorothiazide,"Lopressor HCT","Metoprolol 50mg + HCTZ 25mg",true,A4-9458,unscheduled,,not_scheduled,not_controlled,false,false,false,false,2,false,Cardiovascular,Combination,Beta-blocker + thiazide diuretic,true,false,true,BP heart rate electrolytes,ongoing,true,none,no,C,false,"Severe bradycardia,Heart block,Cardiogenic shock,Decompensated heart failure,Asthma,Anuria","Calcium channel blockers,Digoxin,NSAIDs,CYP2D6 inhibitors",,Fatigue|Dizziness|Bradycardia,Severe bradycardia|Heart block|Bronchospasm|Heart failure exacerbation,Low cost,Separate agents,metoprolol hydrochlorothiazide combination beta-blocker thiazide
Amlodipine/Benazepril,"Lotrel","Amlodipine 5mg + Benazepril 10mg",true,A4-9459,unscheduled,,not_scheduled,not_controlled,false,false,false,false,2,false,Cardiovascular,Combination,Calcium channel blocker + ACE inhibitor,true,false,true,BP renal function potassium,ongoing,true,none,yes,D,false,"Hypersensitivity,History of angioedema,Pregnancy","Potassium supplements,NSAIDs,Lithium",,Peripheral edema|Cough|Dizziness,Angioedema|Hypotension|Hyperkalemia|Renal impairment|Fetal toxicity,High cost,Separate agents,amlodipine benazepril lotrel combination calcium blocker ace inhibitor
Amlodipine/Valsartan/Hydrochlorothiazide,"Exforge HCT","Amlodipine 5mg + Valsartan 160mg + HCTZ 12.5mg",true,A4-9460,unscheduled,,not_scheduled,not_controlled,false,false,false,false,2,false,Cardiovascular,Triple Combination,CCB + ARB + thiazide diuretic,true,false,true,BP renal function electrolytes,ongoing,true,none,yes,D,false,"Hypersensitivity,Anuria,Pregnancy,Concurrent aliskiren in diabetes","Potassium supplements,NSAIDs,Lithium",,Peripheral edema|Dizziness|Hypokalemia,Hypotension|Hyperkalemia|Renal impairment|Fetal toxicity,High cost,Separate agents,amlodipine valsartan hydrochlorothiazide exforge triple combination
Perindopril/Amlodipine/Indapamide,"Triplixam","Perindopril 5mg + Amlodipine 5mg + Indapamide 1.25mg",true,A4-9461,unscheduled,,not_scheduled,not_controlled,false,false,false,false,2,false,Cardiovascular,Triple Combination,ACE inhibitor + CCB + thiazide diuretic,true,false,true,BP renal function electrolytes,ongoing,true,none,yes,D,false,"Hypersensitivity,History of angioedema,Anuria,Severe renal/hepatic impairment,Pregnancy","Potassium supplements,NSAIDs,Lithium",,Peripheral edema|Cough|Dizziness,Angioedema|Hypotension|Hyperkalemia|Renal impairment|Fetal toxicity,High cost,Separate agents,perindopril amlodipine indapamide triplixam triple combination
Olmesartan/Amlodipine/Hydrochlorothiazide,"Tribenzor,Sevikar HCT","Olmesartan 20mg + Amlodipine 5mg + HCTZ 12.5mg",true,A4-9462,unscheduled,,not_scheduled,not_controlled,false,false,false,false,2,false,Cardiovascular,Triple Combination,ARB + CCB + thiazide diuretic,true,false,true,BP renal function electrolytes,ongoing,true,none,yes,D,false,"Hypersensitivity,Anuria,Pregnancy","Potassium supplements,NSAIDs,Lithium",,Peripheral edema|Dizziness|Diarrhea,Sprue-like enteropathy|Hypotension|Hyperkalemia|Renal impairment|Fetal toxicity,High cost,Separate agents,olmesartan amlodipine hydrochlorothiazide tribenzor triple combination
